population_file,population_file_found,population_candidates_evaluated,population_rows_raw,population_rows_used,population_municipalities_used,population_years_used,population_column_used,population_merge_performed,national_missing_population_before,national_missing_population_after,note
D:/DATASUS/data_raw/population/ibge_official_municipal_population_sources.rds,TRUE,66,306405,161471,5571,29,populacao,TRUE,85791,60,Population denominator was updated from the widest valid population candidate file.
